ticker,issue,price_date,raw_close_usd,reported_ttm_eps_usd,eps_adjustment_usd,starting_eps_usd,reported_trailing_pe,starting_pe,eps_period_end,eps_status,eps_source_urls,company_evidence_url,case,years,eps_cagr,exit_pe,annual_price_return_hurdle,terminal_eps_usd,terminal_price_usd,price_return,annualized_price_return,break_even_eps_cagr,eps_cagr_for_hurdle,maximum_entry_for_hurdle_usd,required_entry_discount,assumption_status,probability_weight,dividends_included,eps_adjustment_reason,assumption_rationale
VRT,electricity_datacenters,2026-09-04,280.5299987792969,4.42,0.0,4.42,63.468325515678025,63.468325515678025,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/1674101/000162828026050609/vrt-20260630.htm|https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,https://www.sec.gov/Archives/edgar/data/1674101/000162828026050323/q22026exhibit991vrt07292026.htm,upper,1,0.3,50,0.1,5.746,287.3,0.024132895769301888,0.024132895769301888,0.2693665103135605,0.39630316134491683,261.1818181818182,0.06897009475518023,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not management's adjusted EPS.,"8/20/30% EPS growth tests delayed deployment, sustained expansion and strong execution. 30/40/50x imposes differing degrees of compression from the observed trailing multiple; these are explicit stress choices."
VRT,electricity_datacenters,2026-09-04,280.5299987792969,4.42,0.0,4.42,63.468325515678025,63.468325515678025,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/1674101/000162828026050609/vrt-20260630.htm|https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,https://www.sec.gov/Archives/edgar/data/1674101/000162828026050323/q22026exhibit991vrt07292026.htm,upper,2,0.3,50,0.1,7.4698,373.49,0.33137276450009234,0.15385127486175287,0.12666166630162778,0.23932783293179072,308.66942148760324,-0.1003080698347869,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not management's adjusted EPS.,"8/20/30% EPS growth tests delayed deployment, sustained expansion and strong execution. 30/40/50x imposes differing degrees of compression from the observed trailing multiple; these are explicit stress choices."
WMT,affordability_inflation,2026-09-04,107.13999938964844,2.76,0.0,2.76,38.81884035856828,38.81884035856828,2026-07-31,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/104169/000010416926000154/wmt-20260731.htm|https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,https://stock.walmart.com/sec-filings/all-sec-filings/content/0000104169-26-000145/earningsreleasefy27q2.htm,lower,1,0.03,24,0.1,2.8428,68.2272,-0.3631958149274368,-0.3631958149274368,0.6174516816070115,0.7791968497677129,62.02472727272726,0.42108710447948794,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; no hypothetical tariff refunds or complete one-off normalization.,"3/8/12% EPS growth spans cost pressure, steady mix improvement and stronger operating leverage. 24/30/36x tests valuation support independently of sales resilience."
WMT,affordability_inflation,2026-09-04,107.13999938964844,2.76,0.0,2.76,38.81884035856828,38.81884035856828,2026-07-31,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/104169/000010416926000154/wmt-20260731.htm|https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,https://stock.walmart.com/sec-filings/all-sec-filings/content/0000104169-26-000145/earningsreleasefy27q2.htm,lower,2,0.03,24,0.1,2.9280839999999997,70.27401599999999,-0.3440916893752599,-0.19011833541884648,0.2717907381354101,0.3989698119489513,58.077699173553704,0.45792701601261165,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; no hypothetical tariff refunds or complete one-off normalization.,"3/8/12% EPS growth spans cost pressure, steady mix improvement and stronger operating leverage. 24/30/36x tests valuation support independently of sales resilience."
WMT,affordability_inflation,2026-09-04,107.13999938964844,2.76,0.0,2.76,38.81884035856828,38.81884035856828,2026-07-31,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/104169/000010416926000154/wmt-20260731.htm|https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,https://stock.walmart.com/sec-filings/all-sec-filings/content/0000104169-26-000145/earningsreleasefy27q2.htm,central,1,0.08,30,0.1,2.9808,89.42399999999999,-0.16535373801168896,-0.16535373801168896,0.29396134528560913,0.42335747981417016,81.29454545454544,0.24123067091971728,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; no hypothetical tariff refunds or complete one-off normalization.,"3/8/12% EPS growth spans cost pressure, steady mix improvement and stronger operating leverage. 24/30/36x tests valuation support independently of sales resilience."
WMT,affordability_inflation,2026-09-04,107.13999938964844,2.76,0.0,2.76,38.81884035856828,38.81884035856828,2026-07-31,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/104169/000010416926000154/wmt-20260731.htm|https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,https://stock.walmart.com/sec-filings/all-sec-filings/content/0000104169-26-000145/earningsreleasefy27q2.htm,central,2,0.08,30,0.1,3.219264,96.57791999999999,-0.09858203705262414,-0.0505696639840415,0.13752421745016452,0.25127663919518106,79.81646280991734,0.2550264769029953,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; no hypothetical tariff refunds or complete one-off normalization.,"3/8/12% EPS growth spans cost pressure, steady mix improvement and stronger operating leverage. 24/30/36x tests valuation support independently of sales resilience."
WMT,affordability_inflation,2026-09-04,107.13999938964844,2.76,0.0,2.76,38.81884035856828,38.81884035856828,2026-07-31,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/104169/000010416926000154/wmt-20260731.htm|https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,https://stock.walmart.com/sec-filings/all-sec-filings/content/0000104169-26-000145/earningsreleasefy27q2.htm,upper,1,0.12,36,0.1,3.0912,111.28320000000001,0.038670903807676016,0.038670903807676016,0.07830112107134113,0.18613123317847524,101.16654545454546,0.05575372381120358,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; no hypothetical tariff refunds or complete one-off normalization.,"3/8/12% EPS growth spans cost pressure, steady mix improvement and stronger operating leverage. 24/30/36x tests valuation support independently of sales resilience."
WMT,affordability_inflation,2026-09-04,107.13999938964844,2.76,0.0,2.76,38.81884035856828,38.81884035856828,2026-07-31,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/104169/000010416926000154/wmt-20260731.htm|https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,https://stock.walmart.com/sec-filings/all-sec-filings/content/0000104169-26-000145/earningsreleasefy27q2.htm,upper,2,0.12,36,0.1,3.4621440000000003,124.63718400000002,0.16331141226459733,0.07856915043245949,0.03841278934311143,0.1422540682774227,103.00593719008265,0.03858560969868008,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; no hypothetical tariff refunds or complete one-off normalization.,"3/8/12% EPS growth spans cost pressure, steady mix improvement and stronger operating leverage. 24/30/36x tests valuation support independently of sales resilience."
XOM,energy_iran,2026-09-04,159.47000122070312,7.77,0.0,7.77,20.523809680914173,20.523809680914173,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/2115436/000003408826000093/xom-20260630.htm|https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,https://investor.exxonmobil.com/sec-filings/all-sec-filings/content/0002115436-26-000006/livef8k2q26991.htm,lower,1,-0.15,13,0.1,6.6045,85.85849999999999,-0.46160093219555676,-0.46160093219555676,0.5787545908395519,0.7366300499235074,78.0531818181818,0.5105463019959607,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,June-ended TTM EPS across the documented one-for-one holding-company reorganization; not midcycle earnings.,"-15/0/12% EPS growth and 13/16/19x exit multiples test normalization, sustained cash generation and persistent scarcity. Downside deliberately combines lower earnings with compression, a stress rather than a fitted relationship."
XOM,energy_iran,2026-09-04,159.47000122070312,7.77,0.0,7.77,20.523809680914173,20.523809680914173,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/2115436/000003408826000093/xom-20260630.htm|https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,https://investor.exxonmobil.com/sec-filings/all-sec-filings/content/0002115436-26-000006/livef8k2q26991.htm,lower,2,-0.15,13,0.1,5.613824999999999,72.97972499999999,-0.5423607923662233,-0.32350963965938384,0.25648501417229475,0.38213351558952446,60.31382231404957,0.6217857788150607,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,June-ended TTM EPS across the documented one-for-one holding-company reorganization; not midcycle earnings.,"-15/0/12% EPS growth and 13/16/19x exit multiples test normalization, sustained cash generation and persistent scarcity. Downside deliberately combines lower earnings with compression, a stress rather than a fitted relationship."
XOM,energy_iran,2026-09-04,159.47000122070312,7.77,0.0,7.77,20.523809680914173,20.523809680914173,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/2115436/000003408826000093/xom-20260630.htm|https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,https://investor.exxonmobil.com/sec-filings/all-sec-filings/content/0002115436-26-000006/livef8k2q26991.htm,central,1,0.0,16,0.1,7.77,124.32,-0.2204176393781817,-0.2204176393781817,0.2827381050571358,0.41101191556284955,113.0181818181818,0.2912887630710743,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,June-ended TTM EPS across the documented one-for-one holding-company reorganization; not midcycle earnings.,"-15/0/12% EPS growth and 13/16/19x exit multiples test normalization, sustained cash generation and persistent scarcity. Downside deliberately combines lower earnings with compression, a stress rather than a fitted relationship."
XOM,energy_iran,2026-09-04,159.47000122070312,7.77,0.0,7.77,20.523809680914173,20.523809680914173,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/2115436/000003408826000093/xom-20260630.htm|https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,https://investor.exxonmobil.com/sec-filings/all-sec-filings/content/0002115436-26-000006/livef8k2q26991.htm,central,2,0.0,16,0.1,7.77,124.32,-0.2204176393781817,-0.11706038676372765,0.13258028636257646,0.24583831499883435,102.74380165289254,0.3557170573373404,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,June-ended TTM EPS across the documented one-for-one holding-company reorganization; not midcycle earnings.,"-15/0/12% EPS growth and 13/16/19x exit multiples test normalization, sustained cash generation and persistent scarcity. Downside deliberately combines lower earnings with compression, a stress rather than a fitted relationship."
XOM,energy_iran,2026-09-04,159.47000122070312,7.77,0.0,7.77,20.523809680914173,20.523809680914173,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/2115436/000003408826000093/xom-20260630.htm|https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,https://investor.exxonmobil.com/sec-filings/all-sec-filings/content/0002115436-26-000006/livef8k2q26991.htm,upper,1,0.12,19,0.1,8.7024,165.34560000000002,0.0368445396270185,0.0368445396270185,0.08020050952179858,0.18822056047397862,150.31418181818182,0.057414054884528665,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,June-ended TTM EPS across the documented one-for-one holding-company reorganization; not midcycle earnings.,"-15/0/12% EPS growth and 13/16/19x exit multiples test normalization, sustained cash generation and persistent scarcity. Downside deliberately combines lower earnings with compression, a stress rather than a fitted relationship."
XOM,energy_iran,2026-09-04,159.47000122070312,7.77,0.0,7.77,20.523809680914173,20.523809680914173,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/2115436/000003408826000093/xom-20260630.htm|https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,https://investor.exxonmobil.com/sec-filings/all-sec-filings/content/0002115436-26-000006/livef8k2q26991.htm,upper,2,0.12,19,0.1,9.746688,185.187072,0.16126588438226075,0.07762047325682375,0.03932695025280597,0.14325964527808677,153.04716694214875,0.0402761286097022,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,June-ended TTM EPS across the documented one-for-one holding-company reorganization; not midcycle earnings.,"-15/0/12% EPS growth and 13/16/19x exit multiples test normalization, sustained cash generation and persistent scarcity. Downside deliberately combines lower earnings with compression, a stress rather than a fitted relationship."
DHI,housing,2026-09-04,142.75,10.49,0.0,10.49,13.608198284080077,13.608198284080077,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/882184/000088218426000096/dhi-20260630.htm|https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,https://investor.drhorton.com/news-and-events/press-releases/2026/07-21-2026-113055285,lower,1,-0.1,10,0.1,9.441,94.41000000000001,-0.3386339754816111,-0.3386339754816111,0.3608198284080075,0.4969018112488084,85.82727272727273,0.3987581595287374,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS; land and working-capital effects make cash FCF a separate diagnostic.,"-10/5/15% EPS growth spans persistent incentives, stabilization and stronger order/margin recovery. 10/12/14x captures valuation risk around the observed cyclical earnings base."
DHI,housing,2026-09-04,142.75,10.49,0.0,10.49,13.608198284080077,13.608198284080077,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/882184/000088218426000096/dhi-20260630.htm|https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,https://investor.drhorton.com/news-and-events/press-releases/2026/07-21-2026-113055285,lower,2,-0.1,10,0.1,8.4969,84.969,-0.40477057793345017,-0.22848887106759774,0.16654182454295552,0.2831960069972512,70.22231404958676,0.5080748577962398,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS; land and working-capital effects make cash FCF a separate diagnostic.,"-10/5/15% EPS growth spans persistent incentives, stabilization and stronger order/margin recovery. 10/12/14x captures valuation risk around the observed cyclical earnings base."
DHI,housing,2026-09-04,142.75,10.49,0.0,10.49,13.608198284080077,13.608198284080077,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/882184/000088218426000096/dhi-20260630.htm|https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,https://investor.drhorton.com/news-and-events/press-releases/2026/07-21-2026-113055285,central,1,0.05,12,0.1,11.0145,132.174,-0.07408756567425567,-0.07408756567425567,0.13401652367333972,0.24741817604067373,120.15818181818182,0.1582614233402324,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS; land and working-capital effects make cash FCF a separate diagnostic.,"-10/5/15% EPS growth spans persistent incentives, stabilization and stronger order/margin recovery. 10/12/14x captures valuation risk around the observed cyclical earnings base."
DHI,housing,2026-09-04,142.75,10.49,0.0,10.49,13.608198284080077,13.608198284080077,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/882184/000088218426000096/dhi-20260630.htm|https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,https://investor.drhorton.com/news-and-events/press-releases/2026/07-21-2026-113055285,central,2,0.05,12,0.1,11.565225,138.7827,-0.027791943957968468,-0.013993886407375533,0.06490211929235068,0.1713923312215857,114.69644628099172,0.19652226773385828,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS; land and working-capital effects make cash FCF a separate diagnostic.,"-10/5/15% EPS growth spans persistent incentives, stabilization and stronger order/margin recovery. 10/12/14x captures valuation risk around the observed cyclical earnings base."
DHI,housing,2026-09-04,142.75,10.49,0.0,10.49,13.608198284080077,13.608198284080077,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/882184/000088218426000096/dhi-20260630.htm|https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,https://investor.drhorton.com/news-and-events/press-releases/2026/07-21-2026-113055285,upper,1,0.15,14,0.1,12.0635,168.88899999999998,0.183110332749562,0.183110332749562,-0.027985836851423196,0.0692155794634346,153.5354545454545,-0.07555484795414724,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS; land and working-capital effects make cash FCF a separate diagnostic.,"-10/5/15% EPS growth spans persistent incentives, stabilization and stronger order/margin recovery. 10/12/14x captures valuation risk around the observed cyclical earnings base."
DHI,housing,2026-09-04,142.75,10.49,0.0,10.49,13.608198284080077,13.608198284080077,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/882184/000088218426000096/dhi-20260630.htm|https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,https://investor.drhorton.com/news-and-events/press-releases/2026/07-21-2026-113055285,upper,2,0.15,14,0.1,13.873024999999998,194.22234999999998,0.3605768826619964,0.16643768914674406,-0.01409221366875446,0.08449856496437014,160.51433884297515,-0.12444370467933563,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed TTM EPS; land and working-capital effects make cash FCF a separate diagnostic.,"-10/5/15% EPS growth spans persistent incentives, stabilization and stronger order/margin recovery. 10/12/14x captures valuation risk around the observed cyclical earnings base."
UNH,healthcare,2026-09-04,397.1400146484375,15.560000000000002,0.0,15.560000000000002,25.52313718820292,25.52313718820292,2026-06-30,derived_matching_periods,https://www.sec.gov/Archives/edgar/data/731766/000073176626000197/unh-20260630.htm|https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,https://www.unitedhealthgroup.com/newsroom/2026/2026-07-16-uhg-reports-second-quarter-2026-results.html,lower,1,-0.05,16,0.1,14.782000000000002,236.51200000000003,-0.4044619245699306,-0.4044619245699306,0.5951960742626825,0.7547156816889509,215.0109090909091,0.4586017496090279,"Analyst-designed sensitivity cases, not management guidance, consensus estimates, historical calibration or probability-weighted forecasts.",,False,Reconstructed GAAP TTM EPS; not full-year adjusted management guidance.,"-5/12/20% EPS growth and 16/20/24x test persistent pressure, partial recovery and strong execution. Cases depend on underwriting and cost normalization, not a direct translation of election odds."
